z,n,t/s,A
,,1.724005263,22.99856205
,,1.856621053,20.19114524
,,1.989236842,19.07968014
,,2.121852632,17.6975636
,,2.254468421,14.13734908
,,2.387084211,13.52257093
,,2.5197,11.77234449
3,6,0,100.2907807
,,0.028152632,91.44050164
,,0.056305263,80.07972734
,,0.084457895,70.72931897
,,0.112610526,63.6261136
,,0.140763158,59.12017539
,,0.168915789,51.87139344
,,0.197068421,45.35327171
,,0.225221053,42.12877205
,,0.253373684,37.60613092
,,0.281526316,34.83774503
,,0.309678947,28.51415228
,,0.337831579,26.82270169
,,0.365984211,25.26111625
,,0.394136842,22.22850221
,,0.422289474,20.43054994
,,0.450442105,18.8051613
,,0.478594737,14.56231201
,,0.506747368,13.50885662
,,0.5349,13.2811641
3,8,0,100.0484945
,,0.001381579,88.82066937
,,0.002763158,80.34325245
,,0.004144737,72.51942447
,,0.005526316,62.57908829
,,0.006907895,58.70669475
,,0.008289474,53.20815369
,,0.009671053,47.26971772
,,0.011052632,42.00845752
,,0.012434211,39.2242664
,,0.013815789,34.24134398
,,0.015197368,30.76089926
,,0.016578947,26.45032607
,,0.017960526,23.58097245
,,0.019342105,21.09373286
,,0.020723684,19.87227336
,,0.022105263,17.43835884
,,0.023486842,16.71204987
,,0.024868421,14.65102195
,,0.02625,14.473833
4,2,0,98.44247786
,,7.83E-22,88.7232656
,,1.57E-21,80.76234865
,,2.35E-21,71.94317487
,,3.13E-21,63.2405811
,,3.92E-21,57.53678774
,,4.70E-21,51.01519895
,,5.48E-21,47.41960321
,,6.26E-21,42.97081476
,,7.05E-21,36.64391042
,,7.83E-21,32.42331436
,,8.61E-21,29.43080823
,,9.40E-21,27.01968717
,,1.02E-20,23.00490744
,,1.10E-20,23.89668732
,,1.17E-20,18.32552216
,,1.25E-20,18.64435521
,,1.33E-20,16.57725927
,,1.41E-20,14.1797292
,,1.49E-20,14.43563709
4,3,0,99.17610172
,,726032.8421,89.88957683
,,1452065.684,79.48488705
,,2178098.526,72.96358437
,,2904131.368,63.14737893
,,3630164.211,56.67261706
,,4356197.053,52.48560857
,,5082229.895,47.43061792
,,5808262.737,41.26766018
,,6534295.579,35.91389986
,,7260328.421,32.14874814
,,7986361.263,30.82390512
,,8712394.105,25.41233882
,,9438426.947,22.90015102
,,10164459.79,19.03249548
,,10890492.63,19.11388825
,,11616525.47,18.21117146
,,12342558.32,14.55379656
,,13068591.16,13.9643267
,,13794624,12.46459514
4,4,0,100.4505738
,,1.29E-17,87.75204155
,,2.59E-17,80.42826797
,,3.88E-17,70.54704291
,,5.17E-17,66.93277432
,,6.47E-17,57.07860507
,,7.76E-17,52.66860439
,,9.05E-17,45.96138643
,,1.03E-16,39.92683406
,,1.16E-16,37.4017042
,,1.29E-16,32.52786204
,,1.42E-16,30.29555007
,,1.55E-16,26.40602245
,,1.68E-16,23.41736661
,,1.81E-16,22.49480487
,,1.94E-16,20.2280596
,,2.07E-16,16.16525086
,,2.20E-16,14.73271008
,,2.33E-16,13.16576976
,,2.46E-16,13.18125462
4,5,0,99.77178371
,,52631.57895,100.0289041
,,105263.1579,101.9671063
,,157894.7368,100.9239823
,,210526.3158,101.1867012
,,263157.8947,99.17753738
,,315789.4737,100.6711708
,,368421.0526,100.7261278
,,421052.6316,99.53861547
,,473684.2105,101.5448243
,,526315.7895,100.073593
,,578947.3684,100.181274
,,631578.9474,100.7877798
,,684210.5263,99.94563764
,,736842.1053,100.1822033
,,789473.6842,99.94866906
,,842105.2632,98.53127573
,,894736.8421,100.4087731
,,947368.4211,98.73525848
,,1000000,100.7742729
4,6,0,102.6116051
,,7.52384E+12,89.00109472
,,1.50477E+13,80.128952
,,2.25715E+13,71.42961683
,,3.00953E+13,62.41497015
,,3.76192E+13,58.01979538
,,4.5143E+13,51.47375019
,,5.26668E+13,47.3839454
,,6.01907E+13,42.14110224
,,6.77145E+13,38.18253414
,,7.52384E+13,35.13765309
,,8.27622E+13,29.36814975
,,9.0286E+13,26.53120852
,,9.78099E+13,24.970047
,,1.05334E+14,19.45322169
,,1.12858E+14,19.70051353
,,1.20381E+14,18.72043534
,,1.27905E+14,14.77833168
,,1.35429E+14,13.32932683
,,1.42953E+14,10.8037412
4,7,0,100.0447137
,,2.172631579,88.09718513
,,4.345263158,79.58811627
,,6.517894737,72.45154925
,,8.690526316,64.48163424
,,10.86315789,57.45548305
,,13.03578947,52.8902633
,,15.20842105,46.11163788
,,17.38105263,39.23172832
,,19.55368421,36.20948803
,,21.72631579,32.27338268
,,23.89894737,29.11406391
,,26.07157895,26.99532563
,,28.24421053,25.08445487
,,30.41684211,21.36648958
,,32.58947368,18.2214442
,,34.76210526,15.88810808
,,36.93473684,15.55988981
,,39.10736842,12.33121769
,,41.28,12.19238504
4,8,0,100.4464391
,,0.003388421,88.63391537
,,0.006776842,81.59641598
,,0.010165263,72.58102783
,,0.013553684,63.38247615
,,0.016942105,58.50670419
,,0.020330526,51.56756428
,,0.023718947,46.76091887
,,0.027107368,42.65120501
,,0.030495789,34.44403096
,,0.033884211,33.53388142
,,0.037272632,28.74252296
,,0.040661053,27.37110485
,,0.044049474,26.00078621
,,0.047437895,21.84682512
,,0.050826316,20.05675294
,,0.054214737,17.0417239
,,0.057603158,15.66574195
,,0.060991579,15.02945332
,,0.06438,13.19875583
4,9,0,100.2474392
,,4.26E-22,87.97584588
,,8.53E-22,79.9409446
,,1.28E-21,71.06645594
,,1.71E-21,64.84599285
,,2.13E-21,57.75980053
,,2.56E-21,52.80878148
,,2.98E-21,46.93827003
,,3.41E-21,43.0844541
,,3.84E-21,37.30468743
,,4.26E-21,32.64285757
,,4.69E-21,32.24339459
,,5.12E-21,26.38948008
,,5.54E-21,23.19794403
,,5.97E-21,21.86339643
,,6.39E-21,19.79155456
,,6.82E-21,17.17251419
,,7.25E-21,14.76982226
,,7.67E-21,15.19322021
,,8.10E-21,10.3406915
4,10,0,100.6710855
,,0.000686842,88.47764936
,,0.001373684,79.29510238
,,0.002060526,72.25017672
,,0.002747368,64.89278055
,,0.003434211,57.60186097
,,0.004121053,50.54680034
,,0.004807895,46.26893591
,,0.005494737,43.70014326
,,0.006181579,36.74256639
,,0.006868421,33.74749627
,,0.007555263,28.86187739
,,0.008242105,26.84176007
,,0.008928947,23.98393391
,,0.009615789,22.61471643
,,0.010302632,19.3556761
,,0.010989474,18.80508165
,,0.011676316,15.25330301
,,0.012363158,13.1903236
,,0.01305,11.40730194
4,11,0,99.95700775
,,1.24E-22,90.47416939
,,2.48E-22,80.52099529
,,3.73E-22,73.1624071
,,4.97E-22,63.98172373
,,6.21E-22,57.9003758
,,7.45E-22,52.10019874
,,8.69E-22,45.08586018
,,9.94E-22,41.19992284
,,1.12E-21,37.40024585
,,1.24E-21,33.35476246
,,1.37E-21,29.42315819
,,1.49E-21,27.45867032
,,1.61E-21,23.69903241
,,1.74E-21,20.75051195
,,1.86E-21,18.24645919
,,1.99E-21,17.10628068
,,2.11E-21,14.55050899
,,2.24E-21,12.19329601
,,2.36E-21,13.6726115
4,12,0,100.5617143
,,9.00E-23,88.77875499
,,1.80E-22,79.53337211
,,2.70E-22,72.37539344
,,3.60E-22,64.42700405
,,4.50E-22,55.8266943
,,5.40E-22,50.66791574
,,6.30E-22,47.07805935
,,7.20E-22,40.95248082
,,8.10E-22,37.06925781
,,9.00E-22,32.7639734
,,9.91E-22,30.65306576
,,1.08E-21,26.68115186
,,1.17E-21,23.20327786
,,1.26E-21,21.51967269
,,1.35E-21,20.80091205
,,1.44E-21,17.86963385
,,1.53E-21,16.18611775
,,1.62E-21,14.03486544
,,1.71E-21,13.84550918
5,2,0,98.72850083
,,8.99E-23,88.23496341
,,1.80E-22,81.26037114
,,2.70E-22,71.65935551
,,3.60E-22,63.8001578
,,4.50E-22,57.15413311
,,5.40E-22,50.76717495
,,6.30E-22,47.13662506
,,7.19E-22,41.92242697
,,8.09E-22,38.02119459
,,8.99E-22,33.55503197
,,9.89E-22,31.03984778
,,1.08E-21,27.41095605
,,1.17E-21,25.24708746
,,1.26E-21,20.13070202
,,1.35E-21,19.48103129
,,1.44E-21,17.57751071
,,1.53E-21,16.8787771
,,1.62E-21,15.74471955
,,1.71E-21,12.63206752
5,3,0,101.0851563
,,0.121578947,89.50623958
,,0.243157895,81.4502882
,,0.364736842,72.26223693
,,0.486315789,62.97966913
,,0.607894737,56.88583338
,,0.729473684,52.51176266
,,0.851052632,46.42161611
,,0.972631579,39.0901191
,,1.094210526,36.9348733
,,1.215789474,33.12678451
,,1.337368421,28.78081193
,,1.458947368,26.13393327
,,1.580526316,24.14488336
,,1.702105263,21.59497474
,,1.823684211,19.28368592
,,1.945263158,18.38549865
,,2.066842105,14.73407073
,,2.188421053,12.74491001
,,2.31,13.53312659
5,4,0,101.3604505
,,1.33E-19,90.71774468
,,2.67E-19,80.35986737
,,4.00E-19,71.349737
,,5.34E-19,63.24379053
,,6.67E-19,59.18310575
,,8.00E-19,51.68011931
,,9.34E-19,46.29762992
,,1.07E-18,42.93347689
,,1.20E-18,37.9684805
,,1.33E-18,35.35818713
,,1.47E-18,31.37593714
,,1.60E-18,28.10522556
,,1.73E-18,23.05547738
,,1.87E-18,24.64307985
,,2.00E-18,19.52095444
,,2.13E-18,16.84588618
,,2.27E-18,15.00480727
,,2.40E-18,14.88807086
,,2.53E-18,13.31933428
5,5,0,101.3394255
,,52631.57895,99.42278537
,,105263.1579,100.2650685
,,157894.7368,100.1486101
,,210526.3158,100.0239152
,,263157.8947,99.67103532
,,315789.4737,98.44161024
,,368421.0526,100.0447042
,,421052.6316,101.3783933
,,473684.2105,99.72097054
,,526315.7895,99.72916528
,,578947.3684,100.1249291
,,631578.9474,99.29793437
,,684210.5263,101.2099314
,,736842.1053,100.3535504
,,789473.6842,99.79760181
,,842105.2632,100.1681259
,,894736.8421,100.755269
,,947368.4211,99.26350822
,,1000000,99.34885795
5,6,0,100.0377092
,,52631.57895,101.7980804
,,105263.1579,99.21505379
,,157894.7368,98.95022516
,,210526.3158,99.42720714
,,263157.8947,98.86466864
,,315789.4737,98.80924095
,,368421.0526,97.47391714
,,421052.6316,101.3277018
,,473684.2105,98.80546223
,,526315.7895,101.3033118
,,578947.3684,100.4142623
,,631578.9474,99.46711151
,,684210.5263,97.84551783
,,736842.1053,99.30397599
,,789473.6842,100.4737321
,,842105.2632,100.6546856
,,894736.8421,99.62673792
,,947368.4211,100.8390629
,,1000000,99.22505595
5,7,0,100.3479001
,,0.003189474,90.57660227
,,0.006378947,80.19931814
,,0.009568421,70.33708629
,,0.012757895,64.5161703
,,0.015947368,57.56289029
,,0.019136842,51.41139297
,,0.022326316,46.48450835
,,0.025515789,41.91105772
,,0.028705263,36.56088337
,,0.031894737,32.09858556
,,0.035084211,26.54762043
,,0.038273684,26.82277313
,,0.041463158,25.32952514
,,0.044652632,22.96808295
,,0.047842105,19.58451427
,,0.051031579,17.93843035
,,0.054221053,14.36137748
,,0.057410526,13.67562453
,,0.0606,11.82159046
5,8,0,103.137581
,,0.002736316,89.20119184
,,0.005472632,80.667096
,,0.008208947,71.31907622
,,0.010945263,64.3908096
,,0.013681579,59.26869502
,,0.016417895,51.56475838
,,0.019154211,47.20722671
,,0.021890526,42.33176839
,,0.024626842,37.28507248
,,0.027363158,33.38754612
,,0.030099474,29.00205488
,,0.032835789,26.38927502
,,0.035572105,25.56461318
,,0.038308421,20.22481234
,,0.041044737,19.8772729
,,0.043781053,18.19347564
,,0.046517368,15.23197306
,,0.049253684,14.70912177
,,0.05199,12.2226439
5,9,0,98.86161276
,,0.001973684,91.17144581
,,0.003947368,79.17023637
,,0.005921053,72.86269124
,,0.007894737,65.57108473
,,0.009868421,58.92788664
,,0.011842105,51.95515375
,,0.013815789,45.41323047
,,0.015789474,41.43585463
,,0.017763158,39.79489083
,,0.019736842,32.08278383
,,0.021710526,29.84839487
,,0.023684211,27.27964144
,,0.025657895,23.50490675
,,0.027631579,21.4135735
,,0.029605263,19.48819641
,,0.031578947,19.13905492
,,0.033552632,15.15820967
,,0.035526316,15.44749599
,,0.0375,12.82949304
5,10,0,100.2240269
,,0.001567895,89.57988444
,,0.003135789,78.45085694
,,0.004703684,71.60773439
,,0.006271579,63.36708707
,,0.007839474,56.41768574
,,0.009407368,52.19962091
,,0.010975263,46.67247459
,,0.012543158,41.76607076
,,0.014111053,37.39758868
,,0.015678947,35.09870302
,,0.017246842,30.03817857
,,0.018814737,26.1537114
,,0.020382632,24.56901171
,,0.021950526,21.57143738
,,0.023518421,18.64083248
,,0.025086316,17.61313705
,,0.026654211,17.36404594
,,0.028222105,13.67276077
,,0.02979,11.67667035
5,11,0,99.71071094
,,7.20E-22,89.84661757
,,1.44E-21,79.95861481
,,2.16E-21,72.02660646
,,2.88E-21,63.49770733
,,3.60E-21,59.0179331
,,4.32E-21,53.40195159
,,5.04E-21,47.12794599
,,5.76E-21,41.61841433
,,6.48E-21,36.92793431
,,7.20E-21,33.40851805
,,7.92E-21,28.75702932
,,8.64E-21,25.71256491
,,9.36E-21,24.38935079
,,1.01E-20,21.27181842
,,1.08E-20,19.41651243
,,1.15E-20,18.06578262
,,1.22E-20,15.27485483
,,1.30E-20,15.13157105
,,1.37E-20,11.78108713
5,12,0,97.61200716
,,0.000802105,89.91201852
,,0.001604211,80.30526329
,,0.002406316,70.494183
,,0.003208421,63.67499668
,,0.004010526,58.39908864
,,0.004812632,52.91936066
,,0.005614737,48.10987803
,,0.006416842,40.52602946
,,0.007218947,37.48410835
,,0.008021053,33.73695906
,,0.008823158,31.19637422
,,0.009625263,27.44184848
,,0.010427368,25.12513954
,,0.011229474,20.38010494
,,0.012031579,18.72458993
,,0.012833684,16.71252869
,,0.013635789,15.73089043
,,0.014437895,14.18310946
,,0.01524,13.53725375
5,14,0,98.76800477
,,0.000461053,90.01958563
,,0.000922105,81.03571203
,,0.001383158,72.24540982
,,0.001844211,64.96402904
,,0.002305263,57.69064305
,,0.002766316,52.72409059
,,0.003227368,45.59128132
,,0.003688421,42.43618599
,,0.004149474,37.00798044
,,0.004610526,31.76471958
,,0.005071579,29.48445452
,,0.005532632,26.16792846
,,0.005993684,23.55596774
,,0.006454737,22.01229412
,,0.006915789,19.18661114
,,0.007376842,17.1360446
,,0.007837895,14.67272105
,,0.008298947,14.54478796
,,0.00876,11.00297178
5,15,0,101.5384227
,,1.44E-22,90.03019225
,,2.88E-22,82.10246475
,,4.32E-22,72.24875611
,,5.76E-22,64.24313343
,,7.20E-22,58.62578789
,,8.64E-22,53.34888952
,,1.01E-21,47.708701
,,1.15E-21,40.54846506
,,1.30E-21,38.18539307
,,1.44E-21,32.3315152
,,1.58E-21,30.28364226
,,1.73E-21,26.9390065
,,1.87E-21,22.29533708
,,2.02E-21,22.84297234
,,2.16E-21,18.84293558
,,2.31E-21,19.48937518
,,2.45E-21,16.13847159
,,2.59E-21,14.98735753
,,2.74E-21,12.50234991
5,16,0,101.3416858
,,1.20E-22,88.826683
,,2.40E-22,81.70878695
,,3.60E-22,72.37444274
,,4.80E-22,65.49426215
,,6.00E-22,56.51652681
,,7.20E-22,52.15742835
,,8.40E-22,47.03425269
,,9.61E-22,42.79585201
,,1.08E-21,37.19562047
,,1.20E-21,34.82266012
,,1.32E-21,31.40342115
,,1.44E-21,26.19812124
,,1.56E-21,24.60030304
,,1.68E-21,23.27447507
,,1.80E-21,19.79234141
,,1.92E-21,15.61349297
,,2.04E-21,14.92875456
,,2.16E-21,15.865833
,,2.28E-21,12.02388964
6,2,0,99.61516586
,,5.54E-22,89.42224473
,,1.11E-21,79.91528247
,,1.66E-21,71.47151032
,,2.22E-21,63.93501871
,,2.77E-21,58.27505449
,,3.32E-21,50.78126625
,,3.88E-21,45.52257973
,,4.43E-21,42.13212815
,,4.99E-21,38.44014946
,,5.54E-21,32.45625923
,,6.10E-21,29.98885901
,,6.65E-21,28.04163265
,,7.20E-21,25.56665707
,,7.76E-21,22.48330215
,,8.31E-21,18.45818685
,,8.87E-21,16.24369484
,,9.42E-21,15.44224351
,,9.97E-21,13.96806991
,,1.05E-20,13.14312082
6,3,0,98.66623085
,,0.019973684,89.51513393
,,0.039947368,79.14708209
,,0.059921053,71.94219938
,,0.079894737,63.01629719
,,0.099868421,58.55624242
,,0.119842105,52.26665195
,,0.139815789,46.30414509
,,0.159789474,42.12554786
,,0.179763158,37.99983983
,,0.199736842,33.15214608
,,0.219710526,30.62871444
,,0.239684211,26.99425398
,,0.259657895,24.77911291
,,0.279631579,23.05592404
,,0.299605263,20.04268031
,,0.319578947,16.08459096
,,0.339552632,14.77248176
,,0.359526316,14.44923913
,,0.3795,11.96763883
6,4,0,99.54880003
,,3.045789474,91.21096521
,,6.091578947,79.69050007
,,9.137368421,72.29755563
,,12.18315789,65.02207596
,,15.22894737,58.08115196
,,18.27473684,52.64484948
,,21.32052632,45.33361883
,,24.36631579,42.15366867
,,27.41210526,37.98924958
,,30.45789474,31.14147548
,,33.50368421,29.78333686
,,36.54947368,26.01997047
,,39.59526316,25.62668057
,,42.64105263,20.85324498
,,45.68684211,19.57741963
,,48.73263158,19.47076764
,,51.77842105,16.66400275
,,54.82421053,14.69010572
,,57.87,11.48287011
6,5,0,98.06412687
